Price,Bedrooms,Bathrooms,Area,Location
500000,3,2,350,Agami
650000,3,2,135,Borg al-Arab
570000,2,1,100,Miami
650000,3,1,110,Abu Qir
3750000,4,3,285,Smoha
5350000,3,3,300,Smoha
350000,2,1,85,Amreya
250000,3,1,90,Fleming
310000,2,1,115,Nakheel
310000,2,1,90,Nakheel
310000,2,1,120,Nakheel
490000,2,1,110,Nakheel
395000,2,2,135,Nakheel
400000,2,1,130,Nakheel
400000,3,1,240,Nakheel
390000,3,2,162,Nakheel
290000,3,1,120,Nakheel
280000,2,1,100,Nakheel
490000,2,1,115,Nakheel
440000,3,1,120,Nakheel
340000,2,2,135,Nakheel
290000,2,1,190,Nakheel
395000,3,1,135,Nakheel
270000,2,1,80,Agami
1485000,3,2,165,Seyouf
2000000,5,5,500,Agami
1650000,3,2,160,Fleming
3600000,3,2,200,Louran
1800000,3,2,135,Louran
7000000,3,3,240,Roushdy
2800000,3,2,210,Roushdy
3500000,3,2,140,Louran
770000,3,2,155,Agami
1800000,3,3,141,Moharam Bik
1400000,3,2,206,Miami
2950000,5,2,180,Kafr Abdo
180000,2,1,65,Agami
250000,2,1,120,Agami
1000000,3,1,142,Seyouf
320000,2,1,115,Agami
520000,2,1,85,Sidi Beshr
850000,3,1,152,El Max
175000,2,1,95,Agami
2504500,3,2,143,Smoha
1150000,2,1,100,Fleming
430000,3,1,110,Abu Qir
1200000,4,2,160,Moharam Bik
315000,3,1,120,Dekheila
2850000,3,2,190,Smoha
380000,2,2,130,Nakheel
520000,3,1,130,Nakheel
250000,2,1,75,Agami
350000,2,1,70,Victoria
250000,2,1,90,Nakheel
330000,3,1,120,Nakheel
280000,3,1,150,Nakheel
1300000,3,1,120,Sidi Beshr
310000,2,1,110,Nakheel
2300000,3,2,145,Al Ibrahimiyyah
1300000,3,1,130,Al Hadrah
1850000,3,2,155,Bolkly
2500000,3,2,285,Louran
1825000,3,2,165,Louran
3600000,3,3,235,Glim
4650000,3,3,218,Smoha
11000000,4,4,270,San Stefano
875000,2,1,105,Gianaclis
1200000,2,1,132,Smoha
3500000,3,3,235,Raml Station
1200000,3,3,200,Smoha
255000,2,1,100,Agami
2325000,3,2,155,Sporting
1750000,3,2,155,Cleopatra
1920000,3,2,160,Fleming
295000,2,1,95,Nakheel
1500000,2,1,100,Saba Pasha
3350000,3,2,200,Smoha
2400000,3,1,155,Camp Caesar
1700000,3,1,125,Saba Pasha
310000,2,1,95,Nakheel
190000,1,1,85,Agami
3150000,3,2,250,Roushdy
1200000,2,1,120,Azarita
900000,2,1,130,Montazah
325000,2,1,80,Agami
2250000,3,2,150,Miami
550000,2,2,100,Borg al-Arab
280000,2,1,90,Nakheel
250000,3,1,90,Asafra
2600000,3,2,240,Louran
2660000,3,2,152,Al Ibrahimiyyah
260000,2,1,180,Nakheel
2000000,3,2,160,Saba Pasha
6200000,3,2,175,Sporting
1575000,3,2,160,Saba Pasha
1400000,3,2,145,Montazah
615000,3,1,115,Miami
1600000,2,1,125,Smoha
540000,3,2,150,Nakheel
2700000,3,2,150,San Stefano
1900000,3,1,151,Cleopatra
1000000,4,2,145,Sidi Beshr
3200000,3,2,200,Roushdy
1750000,3,2,150,Louran
1100000,3,3,140,Cleopatra
1000000,2,1,110,Moharam Bik
2150000,3,2,212,Roushdy
735000,3,1,140,Al Hadrah
2500000,3,2,180,Smoha
3700000,3,2,155,Miami
750000,3,2,105,Smoha
3000000,3,2,200,Glim
1900000,4,2,145,Smoha
3195500,3,2,154,Moharam Bik
4399748,3,3,181,Moharam Bik
3000000,3,2,177,Smoha
4700000,4,3,438,Louran
1850000,3,2,144,Smoha
1600000,3,2,160,Smoha
4000000,3,2,200,Glim
2938315,2,2,115,Smoha
2500000,4,3,300,Louran
1100000,3,1,125,Miami
700000,1,1,90,Asafra
300000,2,1,150,Nakheel
1100000,2,1,100,Smoha
280000,2,1,200,Nakheel
580000,3,2,200,Agami
1500000,3,1,145,Bolkly
3420000,3,2,180,Saba Pasha
435000,3,1,135,Nakheel
720000,3,2,140,Agami
1700000,2,2,145,Gianaclis
1000000,3,1,115,Moharam Bik
1400000,2,1,100,Smoha
590000,3,1,100,Miami
3000000,3,2,140,Glim
4600000,3,3,230,Roushdy
650000,3,2,180,Sidi Beshr
1600000,3,1,156,Smoha
3500000,3,2,135,Roushdy
280000,2,1,80,Agami
700000,3,2,220,Agami
3800000,4,3,320,Zezenia
1050000,3,2,160,Agami
260000,2,1,100,Nakheel
890000,3,1,140,Agami
1025000,3,2,160,Agami
3000000,5,3,350,Al Hadrah
3150000,3,3,208,Louran
1650000,3,2,186,Saba Pasha
550000,3,1,135,Agami
210000,2,1,85,Nakheel
270000,2,1,100,Nakheel
1200000,3,1,150,Seyouf
380000,3,1,110,Dekheila
1750000,3,2,63,Maamoura
4900000,3,3,240,Smoha
4200000,3,3,200,Miami
3100000,4,3,260,Louran
1100000,3,1,138,Mandara
360000,3,3,300,Nakheel
235000,2,1,100,Nakheel
350000,2,1,100,Seyouf
2800000,3,2,200,Glim
4900000,3,3,245,Smoha
5200000,3,3,210,Cleopatra
1650000,3,2,155,Smoha
1150000,3,1,135,Miami
2000000,3,2,180,Smoha
540000,3,1,115,Mandara
1300000,4,3,250,Seyouf
380000,3,1,100,Asafra
5200000,4,3,262,Louran
4800000,3,2,285,Stanley
3030000,3,2,202,Miami
500000,1,1,80,Attarin
750000,3,1,120,Agami
10000000,3,4,400,Glim
2826800,3,2,148,Smoha
4350000,3,3,300,Saba Pasha
1500000,3,2,165,Sidi Beshr
3950000,3,3,220,Smoha
1000100,3,1,135,Seyouf
385000,2,1,65,Maamoura
3232000,3,2,160,Smoha
2908200,3,2,148,Smoha
2200000,3,1,160,Smoha
5700000,4,3,364,Smoha
1300000,2,1,120,Smoha
760000,4,1,155,Maamoura
3000000,3,3,200,Smoha
4000000,3,2,243,Sidi Gaber
3200000,3,1,150,Raml Station
3850000,3,3,226,Smoha
900000,2,1,125,Saba Pasha
2850000,3,3,158,Moharam Bik
2900000,3,3,191,Smoha
2200000,3,2,150,Glim
240000,2,1,100,Nakheel
290000,2,1,100,Nakheel
320000,3,1,120,Nakheel
1700000,3,2,185,Smoha
290000,2,1,90,Nakheel
330000,2,1,240,Nakheel
360000,4,2,130,Nakheel
580000,6,3,390,Nakheel
1450000,3,1,140,Al Ibrahimiyyah
450000,3,1,140,Nakheel
5180000,3,3,180,San Stefano
430000,3,2,180,Nakheel
540000,3,2,180,Nakheel
290000,2,1,100,Nakheel
280000,2,1,95,Nakheel
375000,2,1,130,Nakheel
350000,2,2,130,Nakheel
1550000,3,1,160,Al Ibrahimiyyah
3650000,3,3,177,Moharam Bik
620000,2,1,110,Agami
450000,3,1,85,Schutz
1250000,3,2,150,Louran
1600000,3,2,165,Roushdy
1850000,2,1,82,Saba Pasha
510000,2,2,280,Nakheel
2100000,3,2,220,Sidi Beshr
3100000,3,2,180,Smoha
6568000,4,4,232,Moharam Bik
125000,2,1,75,Agami
450000,1,1,100,Smoha
250000,2,1,150,Maamoura
3600000,4,2,250,Zezenia
630000,2,1,115,Bacchus
1500000,3,1,120,Manshiyya
400000,2,1,90,Mandara
2250000,3,2,210,Louran
345000,3,1,150,Nakheel
390000,2,2,140,Nakheel
470000,3,1,120,Bacchus
1150000,2,1,110,Victoria
1300000,2,1,75,San Stefano
420000,3,1,125,Agami
2600000,3,2,240,Louran
1100000,3,1,165,Montazah
580000,2,1,105,Sidi Beshr
2900000,3,3,175,Smoha
230000,3,1,100,Agami
820000,4,1,120,Moharam Bik
425000,3,2,162,Nakheel
1500000,3,2,240,Sidi Beshr
270000,2,1,85,Agami
235000,2,1,85,Agami
460000,2,1,80,Seyouf
1750000,3,1,113,Smoha
450000,2,1,87,Moharam Bik
1800000,2,2,135,Smoha
2200000,3,2,150,Glim
800000,3,2,176,Agami
575000,2,1,80,Miami
1750000,3,2,155,Louran
3450000,3,3,230,Smoha
4900000,4,3,300,Smoha
380000,2,1,120,Nakheel
650000,2,1,100,Asafra
900000,2,1,125,Saba Pasha
370000,2,2,120,Agami
1200000,2,1,145,Miami
350000,4,1,200,Agami
350000,3,1,140,Nakheel
570000,3,1,140,Nakheel
3533000,3,3,169,Smoha
220000,2,1,80,Nakheel
350000,2,2,125,Nakheel
270000,2,1,130,Nakheel
400000,2,1,90,Agami
320000,3,1,130,Nakheel
1600000,3,2,245,Asafra
5800000,4,3,210,El Max
540000,2,1,110,Asafra
380000,2,1,130,Nakheel
330000,2,1,200,Nakheel
360000,2,1,120,Nakheel
240000,2,1,90,Nakheel
360000,2,1,140,Nakheel
350000,3,1,120,Nakheel
290000,2,1,90,Nakheel
290000,2,1,200,Nakheel
300000,2,1,70,Maamoura
460000,2,1,115,Agami
800000,3,1,135,Seyouf
1350000,3,2,163,Moharam Bik
1250000,5,2,200,Mandara
2000000,3,2,165,Montazah
27000000,10,10,600,Kafr Abdo
4250000,3,2,180,Azarita
2750000,3,3,185,Louran
1150000,3,1,155,Smoha
1500000,2,1,110,Smoha
320000,3,2,125,Agami
200000,2,1,85,Agami
1300000,3,2,130,Miami
390000,2,1,90,Sidi Beshr
1900000,3,2,160,Camp Caesar
1780000,3,2,180,Louran
1950000,3,2,170,Roushdy
3100000,2,2,139,Moharam Bik
2000000,3,2,180,Smoha
520000,2,1,85,Sidi Beshr
3900000,3,3,260,Al Ibrahimiyyah
395000,2,1,65,Sidi Beshr
390000,2,1,100,Nakheel
5750000,3,2,178,Smoha
3500000,3,2,216,Kafr Abdo
3045000,3,3,203,Moharam Bik
3200000,3,2,200,Smoha
3300000,3,2,200,Glim
2754000,3,3,204,Moharam Bik
3060000,3,2,204,Roushdy
4225000,3,2,192,Zezenia
275000,2,1,130,Nakheel
3500000,3,3,280,Louran
460000,3,1,120,Agami
6375000,3,3,425,Smoha
3030000,3,3,202,Smoha
1400000,3,2,168,Bacchus
4000000,4,3,285,Stanley
750000,2,1,100,Miami
2600000,2,2,175,Sporting
420000,2,2,120,Agami
1800000,3,2,162,Bolkly
1100000,3,1,115,Cleopatra
1150000,3,2,150,Gianaclis
1200000,2,2,180,Asafra
2600000,3,3,200,Louran
4101000,3,3,197,Smoha
1500000,3,1,145,Bolkly
1100000,2,2,130,Maamoura
1900000,2,1,135,Smoha
1150000,2,1,90,Cleopatra
180000,2,1,85,Agami
2500000,4,3,230,Asafra
600000,3,1,100,Seyouf
4150000,3,3,300,Kafr Abdo
1950000,3,2,166,Smoha
3570000,3,3,210,Smoha
400000,2,1,115,Moharam Bik
2500000,3,2,285,Louran
1000050,3,1,125,Miami
1650000,3,2,180,Fleming
2200000,3,2,170,Louran
2800000,3,2,120,Camp Caesar
800000,3,1,135,Moharam Bik
500000,2,1,90,Miami
260000,2,1,170,Nakheel
1550000,2,3,125,Maamoura
480000,3,1,90,Asafra
850000,3,1,135,Moharam Bik
380000,2,1,150,Nakheel
1900000,3,2,170,Smoha
330000,3,1,120,Nakheel
370000,2,1,110,Nakheel
6150000,3,2,207,Smoha
390000,2,1,115,Nakheel
270000,2,1,100,Nakheel
350000,2,1,90,Nakheel
1330000,3,2,133,Smoha
1200000,3,1,115,Sidi Beshr
900000,3,1,135,Miami
420000,3,1,120,Nakheel
1000000,2,1,120,Zezenia
280000,2,1,120,Nakheel
3250000,3,3,203,Smoha
1080000,3,1,120,Smoha
370000,2,2,115,Nakheel
440000,3,1,130,Nakheel
320000,2,1,220,Nakheel
2000000,2,1,135,Louran
3150000,3,3,165,Roushdy
2450000,4,2,200,Saba Pasha
320000,2,1,70,El Max
4600000,3,3,218,Camp Caesar
1780000,3,2,137,Cleopatra
3850000,3,2,220,Smoha
3000000,4,2,320,Mandara
650000,2,1,100,Asafra
2400000,3,3,195,Miami
2533000,3,3,172,Louran
3100000,3,2,250,Roushdy
950000,2,1,112,Sidi Gaber
1200000,3,1,165,Schutz
900000,3,1,120,Sidi Beshr
1300000,2,1,90,Cleopatra
2250000,4,2,210,Louran
2600000,3,2,160,Smoha
2957500,3,2,169,Smoha
2957500,3,2,169,Smoha
2999750,3,2,160,Smoha
2720000,3,2,163,Smoha
2720000,3,3,160,Smoha
880000,3,1,115,Awayed
2720000,3,3,160,Miami
1950000,3,2,165,Sporting
2000000,3,1,140,Smoha
1300000,4,2,150,Glim
2600000,3,2,177,Smoha
2538000,3,2,175,Smoha
950000,2,1,120,Smoha
850000,2,1,80,Al Ibrahimiyyah
1850000,2,1,130,Smoha
3700000,3,3,273,Kafr Abdo
2650000,3,2,186,Roushdy
1650000,3,2,135,Sidi Beshr
1650000,3,2,155,Cleopatra
16000000,4,5,600,San Stefano
1400000,3,1,150,Sidi Beshr
1300000,4,1,130,Attarin
2720000,3,3,160,Smoha
2720000,3,3,160,Sidi Beshr
3000000,3,2,140,Sidi Beshr
1200000,3,1,170,Al Hadrah
5800000,3,3,185,Stanley
2415000,3,2,140,Smoha
950000,2,1,128,Louran
3600000,3,2,170,San Stefano
640000,3,1,100,Miami
640000,3,1,100,Miami
3750000,3,2,155,Mandara
450000,2,1,85,Miami
2415000,3,2,140,Sidi Beshr
2415000,3,2,140,Al Ibrahimiyyah
2415000,3,2,140,Smoha
850000,4,2,300,Agami
540000,3,2,140,Nakheel
2415000,3,2,140,Smoha
2415000,3,2,140,Smoha
290000,2,1,100,Nakheel
2415000,3,2,140,Sidi Beshr
2415000,3,2,140,Miami
6400000,3,3,320,Mandara
3540000,3,3,177,Smoha
290000,2,1,100,Nakheel
6000000,3,3,500,Zezenia
560000,3,2,300,Nakheel
2800000,3,2,172,Al Ibrahimiyyah
2200000,3,2,220,Bolkly
2600000,3,2,240,Louran
1100000,3,1,135,Miami
150000,2,1,90,Agami
2950000,3,2,210,Smoha
1250000,3,1,120,Sidi Gaber
7600000,6,5,560,Roushdy
950000,2,2,150,Seyouf
1600000,4,2,180,Smoha
3300000,3,3,275,Smoha
1750000,3,1,120,Attarin
1750000,3,3,160,Montazah
6500000,3,3,267,Smoha
550000,2,1,100,Montazah
3600000,3,3,200,Smoha
320000,2,1,100,Nakheel
250000,2,1,90,Agami
550000,3,2,150,Nakheel
320000,3,1,120,Nakheel
275000,2,1,115,Nakheel
1700000,3,2,145,Smoha
150000,2,1,55,Wardian
3750000,4,2,205,Mandara
2300000,3,2,160,Louran
6000000,4,4,495,Mandara
3000000,4,3,185,San Stefano
2000000,3,1,125,Sidi Beshr
4275000,3,3,190,Smoha
260000,2,1,170,Agami
350000,2,1,85,Montazah
3959000,3,3,214,Smoha
4250000,4,3,250,Glim
900000,2,1,100,Miami
900000,3,2,155,Agami
1550000,2,1,75,Maamoura
1200000,3,2,150,Seyouf
1150000,3,1,135,Sidi Beshr
460000,3,2,115,Agami
600000,3,1,115,Agami
4300000,3,2,180,Smoha
3250000,3,2,165,Maamoura
3500000,3,2,165,Montazah
220000,2,1,170,Nakheel
450000,3,2,130,Nakheel
1300000,3,2,150,Victoria
3425000,3,2,177,Smoha
1100000,2,1,105,Gianaclis
495000,3,2,125,Nakheel
1100000,2,1,105,Gianaclis
340000,3,1,125,Nakheel
1050000,3,1,110,Gianaclis
275000,3,1,110,Nakheel
310000,3,1,120,Nakheel
400000,2,1,135,Nakheel
520000,3,1,160,Nakheel
290000,2,1,110,Nakheel
4600000,3,2,185,Smoha
2000000,3,2,265,Miami
1100000,2,1,135,Miami
2550000,3,2,240,Smoha
925000,3,1,135,Sidi Beshr
3750000,3,3,240,Smoha
3673000,1,2,112,Kafr Abdo
550000,2,1,85,Sidi Beshr
130000,2,1,75,Abu Talat
3060000,3,3,204,Glim
2505000,3,2,167,San Stefano
4200000,3,3,290,Glim
780000,2,1,115,Smoha
1100000,3,1,1401,Seyouf
350000,2,1,127,Agami
2720000,3,2,160,Smoha
4500000,3,3,241,Smoha
5050000,3,3,202,Smoha
1250000,4,1,130,Miami
2900000,3,2,170,Sidi Gaber
1000000,2,1,100,Sidi Beshr
6000000,3,3,260,Saba Pasha
750000,2,1,75,Sidi Gaber
2650000,3,3,280,Asafra
7750000,4,5,330,Saba Pasha
300000,2,1,130,Nakheel
750000,3,1,125,Miami
550000,2,1,85,Sidi Beshr
2250000,3,2,200,Louran
650000,2,1,75,Sidi Gaber
2500000,3,3,212,Mandara
850000,2,1,100,Smoha
3500000,3,3,300,Glim
3500000,3,3,200,Kafr Abdo
2800000,3,3,270,Saba Pasha
425000,2,1,105,Seyouf
3150000,3,3,186,Smoha
440000,2,1,120,Nakheel
285000,2,1,100,Nakheel
240000,2,1,100,Nakheel
510000,3,1,130,Nakheel
680000,3,1,110,Moharam Bik
310000,2,1,130,Nakheel
1350000,2,1,130,Al Ibrahimiyyah
3030000,3,3,202,Smoha
1125000,3,1,125,Smoha
780000,3,1,135,Agami
2500000,3,2,200,Miami
1650000,3,2,250,Asafra
2850000,3,2,180,Smoha
1600000,2,2,120,Smoha
2000000,4,2,145,Smoha
1300000,2,1,100,Stanley
1500000,2,1,100,Camp Caesar
2900000,3,2,200,Louran
4850000,3,3,263,Smoha
2950000,3,3,207,San Stefano
2300000,3,2,160,Glim
4500000,3,3,187,Stanley
4800000,3,2,218,Camp Caesar
550000,2,1,85,Miami
235000,2,1,100,Nakheel
180000,1,1,70,Nakheel
470000,4,2,250,Nakheel
1700000,3,1,160,Sidi Beshr
3600000,3,3,190,Smoha
200000,2,1,65,Mandara
530000,2,1,75,Sidi Beshr
160000,1,1,70,Nakheel
245000,2,1,180,Nakheel
490000,2,2,250,Nakheel
370000,3,2,125,Nakheel
900000,3,1,155,Sidi Beshr
400000,2,1,70,Abu Qir
400000,2,1,100,Mandara
2892500,2,1,118,Glim
1100000,5,2,600,Nakheel
1350000,3,2,135,Miami
1000000,3,2,165,Sidi Beshr
3250000,3,3,240,Zezenia
3400000,3,3,225,Smoha
2000000,3,2,170,Kafr Abdo
2850000,3,2,185,Louran
5000000,3,3,320,Azarita
240000,3,1,130,Agami
1850000,3,1,145,Gianaclis
310000,2,1,120,Nakheel
2500000,3,2,175,Sidi Gaber
1350000,3,1,130,Miami
1150000,2,1,110,Smoha
850000,3,2,146,Miami
700000,2,2,92,Miami
750000,3,1,125,Louran
145000,2,1,70,Dhahria
1600000,3,2,170,Miami
2660000,3,2,152,Smoha
620000,3,1,110,Mandara
1600000,3,2,150,Miami
400000,3,1,125,Agami
5994000,2,2,210,Stanley
170000,2,1,60,Bacchus
345000,2,2,140,Nakheel
940000,5,2,3000,Nakheel
4150000,3,2,177,Louran
2500000,3,1,145,Louran
1250000,3,1,135,Sidi Beshr
400000,2,1,110,Abu Qir
1800000,3,2,140,Glim
2300000,3,2,125,Stanley
2500000,3,1,145,Camp Caesar
380000,4,2,250,Nakheel
295000,2,1,100,Nakheel
240000,2,1,110,Nakheel
450000,2,1,130,Agami
650000,3,2,300,Nakheel
375000,2,1,125,Nakheel
250000,3,1,110,Agami
275000,3,2,250,Nakheel
275000,3,1,110,Nakheel
400000,3,1,130,Nakheel
4049000,3,3,177,Smoha
310000,2,1,140,Nakheel
260000,2,1,100,Nakheel
260000,2,1,200,Nakheel
550000,2,1,105,Agami
340000,3,1,130,Nakheel
320000,2,1,130,Nakheel
440000,2,2,250,Nakheel
1450000,2,1,100,Smoha
320000,2,1,130,Nakheel
650000,3,1,140,Schutz
420000,3,1,130,Nakheel
650000,3,2,280,Nakheel
375000,2,1,130,Nakheel
480000,2,1,90,Moharam Bik
8500000,4,4,340,Camp Caesar
3200000,3,2,178,Smoha
2500000,3,2,250,Louran
8000000,4,4,350,Smoha
650000,4,2,190,Dekheila
30000,1,1,135,Al Ibrahimiyyah
4200000,4,3,245,Smoha
650000,2,1,100,Moharam Bik
165000,4,2,45,Awayed
1500000,5,3,250,Abu Qir
300000,2,1,100,Awayed
750000,3,1,90,Attarin
420000,3,1,100,Maamoura
2400000,3,2,150,Maamoura
750000,2,1,120,Victoria
650000,3,1,145,Seyouf
2250000,3,2,170,Sporting
32000,4,3,236,Al Ibrahimiyyah
4850000,3,3,220,Camp Caesar
5800000,3,3,265,Glim
5000000,4,3,180,Raml Station
240000,2,1,100,Nakheel
1500000,3,1,140,Asafra
4800000,3,3,300,Sidi Gaber
6800000,3,3,242,Borg al-Arab
230000,2,1,90,Nakheel
290000,2,1,100,Nakheel
240000,2,1,90,Nakheel
295000,2,1,100,Nakheel
3000000,3,3,240,Smoha
4976147,3,2,208,Kafr Abdo
3588000,3,2,150,Fleming
500000,3,1,120,Agami
2500000,3,2,200,Roushdy
3350000,3,2,219,Kafr Abdo
3250000,3,3,280,Smoha
2950000,3,2,207,Saba Pasha
1700000,3,2,145,Glim
280000,2,1,100,Agami
1500000,2,2,112,Smoha
2000000,3,1,124,Sidi Gaber
1500000,3,1,165,Seyouf
3800000,3,2,225,Sidi Beshr
1450000,2,1,140,Louran
2100000,4,3,220,Kafr Abdo
4200000,4,2,262,Smoha
2000000,3,2,245,Fleming
440000,2,2,140,Nakheel
290000,3,1,120,Nakheel
750000,2,1,100,Cleopatra
450000,4,2,280,Nakheel
210000,2,1,85,Nakheel
2600000,6,3,300,Miami
1980000,2,2,120,Al Ibrahimiyyah
1980000,2,2,120,Sidi Beshr
4150000,3,3,300,Kafr Abdo
1850000,2,1,110,Smoha
225000,2,1,90,Agami
2450000,2,2,133,Montazah
2700000,3,2,150,Louran
2650000,3,2,190,Smoha
3700000,3,2,189,Louran
1500000,1,1,80,Smoha
3650000,3,3,270,Stanley
4500000,4,3,345,Glim
8000000,4,4,320,Glim
3650000,3,3,225,Smoha
2300000,4,2,200,Smoha
870000,2,1,105,Sidi Gaber
5000000,3,3,250,Maamoura
3000000,3,3,190,Smoha
2250000,3,1,200,Louran
4500000,3,3,198,Moharam Bik
1100000,3,2,140,Miami
1650000,3,2,160,Mandara
1850000,2,2,145,Louran
2200000,3,2,170,Louran
1200000,3,1,120,Miami
700000,3,1,100,Bahray - Anfoshy
3500000,2,2,140,Cleopatra
380000,2,1,120,Nakheel
570000,3,2,240,Nakheel
375000,3,1,120,Nakheel
465000,4,2,230,Nakheel
300000,2,1,65,Manshiyya
1700000,3,2,205,Smoha
130000,2,1,70,Moharam Bik
570000,3,2,250,Nakheel
470000,4,4,250,Nakheel
8000000,5,4,330,Camp Caesar
950000,2,1,134,Miami
275000,2,1,85,Asafra
290000,2,1,85,Sidi Beshr
260000,2,1,110,Nakheel
465000,2,1,110,Nakheel
480000,2,1,110,Nakheel
2200000,3,1,151,Cleopatra
540000,2,1,115,Agami
10000000,6,7,576,Smoha
270000,1,1,115,Agami
1900000,2,2,140,Louran
865000,2,1,98,Sidi Beshr
2700000,4,2,200,Roushdy
2000000,4,3,242,Smoha
1300000,3,2,150,Miami
1250000,3,1,139,Sidi Beshr
3850000,4,2,275,Gianaclis
1600000,3,2,135,Louran
1150000,3,2,147,Seyouf
1600000,3,1,140,Sporting
2100000,2,2,155,Glim
1650000,2,1,130,Louran
2304000,2,2,128,Moharam Bik
2600000,3,3,230,Louran
1200000,2,1,110,Sidi Beshr
3000000,3,2,222,Raml Station
2800000,3,3,210,Smoha
4250000,4,3,260,Roushdy
2100000,3,2,210,Smoha
1000000,3,1,125,Miami
3400000,3,2,350,Roushdy
1700000,3,1,120,Sidi Beshr
3750000,3,3,240,Glim
3330000,3,2,180,Smoha
2850000,3,2,215,Glim
460000,2,1,95,Agami
2750000,3,2,200,Roushdy
5529588,3,2,180,Smoha
4100000,4,3,290,Smoha
2650000,3,3,265,Louran
3500000,3,3,170,Sidi Beshr
3000000,3,2,165,Kafr Abdo
3500000,3,3,204,Gianaclis
750000,2,1,90,Victoria
3900000,3,3,226,Smoha
4200000,3,2,180,Smoha
1750000,2,1,115,Roushdy
620000,6,3,300,Nakheel
3990000,3,3,210,Smoha
275000,2,1,100,Nakheel
310000,2,1,100,Nakheel
475000,2,1,85,Miami
2000000,3,2,185,Raml Station
600000,2,1,115,Mandara
350000,2,1,75,Miami
2700000,10,8,1600,Dekheila
750000,3,1,115,Sidi Beshr
1800000,3,3,230,Miami
1100000,3,1,120,Asafra
1100000,3,1,155,Miami
870000,3,1,125,Miami
850000,3,1,120,Asafra
260000,2,1,180,Agami
540000,3,2,150,Nakheel
590000,3,2,250,Nakheel
5800000,3,2,210,San Stefano
165000,2,1,65,Maamoura
470000,3,2,100,Nakheel
280000,2,1,90,Nakheel
850000,3,1,115,Sidi Gaber
335000,2,1,127,Agami
950000,2,2,130,Maamoura
90000,2,1,45,Maamoura
2700000,2,2,120,Maamoura
22000000,3,2,2220,Smoha
1400000,3,1,140,Bacchus
1250000,2,1,115,Smoha
1100000,4,2,300,Nakheel
2800000,3,2,135,Glim
6500000,4,4,360,Sporting
550000,2,1,100,Asafra
195000,2,1,90,Nakheel
410000,3,1,130,Nakheel
290000,2,1,100,Nakheel
1950000,3,2,150,Saba Pasha
2200000,3,2,160,Sidi Gaber
420000,2,1,90,Nakheel
270000,2,1,120,Nakheel
2081900,2,1,109,Smoha
2600000,3,1,150,Roushdy
650000,3,1,120,Wardian
2701000,3,3,146,Smoha
500000,3,1,120,Agami
1200000,3,1,135,Miami
1600000,2,1,91,Gianaclis
400000,2,1,72,Abu Talat
550000,3,1,125,Agami
2350000,3,2,155,Sidi Beshr
6036763,3,3,212,San Stefano
430000,3,2,150,Nakheel
3892000,3,3,177,Moharam Bik
2000000,6,1,145,Agami
1600000,5,2,400,Agami
3310105,3,2,150,Moharam Bik
340000,3,1,120,Nakheel
1750000,3,2,170,Montazah
450000,2,1,230,Nakheel
2483000,3,2,130,Smoha
4442000,3,3,202,Moharam Bik
4592000,3,3,164,Smoha
950000,2,2,96,Smoha
900000,3,1,100,Sidi Beshr
360000,2,1,85,Sidi Beshr
2325000,3,2,155,Sporting
1650000,3,2,165,Smoha
1500000,3,1,165,Miami
1400000,3,1,165,Miami
1000001,3,1,135,Miami
475000,2,1,90,Sidi Beshr
4000000,3,2,300,Kafr Abdo
360000,3,2,150,Nakheel
1250000,3,1,150,Sidi Beshr
780000,2,1,100,Seyouf
1350000,2,2,125,Maamoura
3000000,3,2,140,Ras El Tin
2900000,4,2,306,Smoha
1900000,3,3,170,Glim
1600000,3,2,165,Louran
900000,3,1,115,Miami
3600000,3,3,200,Al Ibrahimiyyah
285000,2,1,120,Nakheel
290000,2,1,200,Nakheel
450000,3,1,130,Nakheel
315000,3,1,120,Nakheel
900000,3,1,140,Cleopatra
490000,3,1,135,Nakheel
440000,3,1,150,Nakheel
570000,3,1,135,Nakheel
320000,2,1,120,Nakheel
440000,4,2,230,Nakheel
330000,3,1,130,Nakheel
290000,2,1,110,Nakheel
295000,3,2,280,Nakheel
275000,2,1,190,Nakheel
2650000,3,2,190,Smoha
363000,4,2,233,Moharam Bik
250000,1,1,75,Agami
280000,2,1,100,Nakheel
410000,2,1,250,Nakheel
410000,3,2,140,Nakheel
295000,3,1,120,Nakheel
290000,2,1,100,Nakheel
490000,2,1,90,Seyouf
2700000,3,3,195,Louran
320000,2,1,110,Agami
2800000,3,3,200,Smoha
4250000,3,2,180,Azarita
4410000,4,3,294,Smoha
265000,2,1,120,Nakheel
620000,2,1,85,Agami
560000,3,1,125,Sidi Beshr
1350000,3,2,160,Victoria
320000,2,1,100,Nakheel
650000,2,1,85,Mandara
900000,2,2,100,Sidi Beshr
1350000,2,2,152,San Stefano
285000,2,1,110,Nakheel
1600000,3,1,130,Stanley
430000,2,1,76,Seyouf
880000,5,2,300,Nakheel
1200000,3,1,140,Victoria
1800000,3,2,200,Roushdy
3600000,4,3,300,Louran
2850000,3,3,204,Stanley
3250000,4,3,210,San Stefano
1930000,3,2,145,Louran
1850000,3,1,156,Cleopatra
1300000,3,1,130,Gianaclis
1400000,2,1,120,Cleopatra
3037500,3,3,135,Smoha
3260000,3,2,150,Moharam Bik
4250000,3,2,175,Smoha
10000000,5,4,610,Miami
